sim,set,sp,type,sampler,nbon,low,med,upp,deg
001,samplers,node_55,realized,Uncertainty Sampling,1,0.0,0.0,0.017543859649122806,57
001,samplers,node_55,realized,Uncertainty Sampling,6,0.0,0.017543859649122806,0.05263157894736842,57
001,samplers,node_55,realized,Uncertainty Sampling,11,0.0,0.03508771929824561,0.07017543859649122,57
001,samplers,node_55,realized,Uncertainty Sampling,16,0.0,0.03508771929824561,0.10526315789473684,57
001,samplers,node_55,realized,Uncertainty Sampling,21,0.017543859649122806,0.05263157894736842,0.14035087719298245,57
001,samplers,node_55,realized,Uncertainty Sampling,26,0.017543859649122806,0.07017543859649122,0.14035087719298245,57
001,samplers,node_55,realized,Uncertainty Sampling,31,0.017543859649122806,0.07017543859649122,0.14035087719298245,57
001,samplers,node_55,realized,Uncertainty Sampling,36,0.05263157894736842,0.10526315789473684,0.14122807017543854,57
001,samplers,node_55,realized,Uncertainty Sampling,41,0.05263157894736842,0.10526315789473684,0.19298245614035087,57
001,samplers,node_55,realized,Uncertainty Sampling,46,0.07017543859649122,0.12280701754385964,0.17631578947368415,57
001,samplers,node_55,realized,Uncertainty Sampling,51,0.07017543859649122,0.12280701754385964,0.19298245614035087,57
001,samplers,node_55,realized,Uncertainty Sampling,56,0.07017543859649122,0.15789473684210525,0.2114035087719298,57
001,samplers,node_55,realized,Uncertainty Sampling,61,0.08771929824561403,0.14035087719298245,0.22807017543859648,57
001,samplers,node_55,realized,Uncertainty Sampling,66,0.10438596491228071,0.17543859649122806,0.2464912280701754,57
001,samplers,node_55,realized,Uncertainty Sampling,71,0.10526315789473684,0.17543859649122806,0.2640350877192982,57
001,samplers,node_55,realized,Uncertainty Sampling,76,0.10526315789473684,0.18421052631578946,0.2807017543859649,57
001,samplers,node_55,realized,Uncertainty Sampling,81,0.12192982456140351,0.19298245614035087,0.2807017543859649,57
001,samplers,node_55,realized,Uncertainty Sampling,86,0.12192982456140351,0.19298245614035087,0.2640350877192982,57
001,samplers,node_55,realized,Uncertainty Sampling,91,0.12280701754385964,0.22807017543859648,0.2991228070175438,57
001,samplers,node_55,realized,Uncertainty Sampling,96,0.12280701754385964,0.21052631578947367,0.3157894736842105,57
001,samplers,node_55,realized,Uncertainty Sampling,101,0.14035087719298245,0.22807017543859648,0.2982456140350877,57
001,samplers,node_55,realized,Uncertainty Sampling,106,0.15789473684210525,0.23684210526315788,0.3333333333333333,57
001,samplers,node_55,realized,Uncertainty Sampling,111,0.15789473684210525,0.24561403508771928,0.3333333333333333,57
001,samplers,node_55,realized,Uncertainty Sampling,116,0.19210526315789475,0.24561403508771928,0.3157894736842105,57
001,samplers,node_55,realized,Uncertainty Sampling,121,0.15789473684210525,0.24561403508771928,0.3517543859649122,57
001,samplers,node_55,realized,Uncertainty Sampling,126,0.17456140350877192,0.2631578947368421,0.3684210526315789,57
001,samplers,node_55,realized,Uncertainty Sampling,131,0.19298245614035087,0.2631578947368421,0.3517543859649122,57
001,samplers,node_55,realized,Uncertainty Sampling,136,0.19298245614035087,0.2807017543859649,0.3684210526315789,57
001,samplers,node_55,realized,Uncertainty Sampling,141,0.22807017543859648,0.2982456140350877,0.38596491228070173,57
001,samplers,node_55,realized,Uncertainty Sampling,146,0.21052631578947367,0.2982456140350877,0.38596491228070173,57
001,samplers,node_55,realized,Uncertainty Sampling,151,0.22807017543859648,0.2982456140350877,0.38596491228070173,57
001,samplers,node_55,realized,Uncertainty Sampling,156,0.24561403508771928,0.3157894736842105,0.40350877192982454,57
001,samplers,node_55,realized,Uncertainty Sampling,161,0.22807017543859648,0.3157894736842105,0.42105263157894735,57
001,samplers,node_55,realized,Uncertainty Sampling,166,0.262280701754386,0.3333333333333333,0.42105263157894735,57
001,samplers,node_55,realized,Uncertainty Sampling,171,0.24561403508771928,0.3333333333333333,0.40350877192982454,57
001,samplers,node_55,realized,Uncertainty Sampling,176,0.262280701754386,0.3508771929824561,0.42192982456140343,57
001,samplers,node_55,realized,Uncertainty Sampling,181,0.2631578947368421,0.3333333333333333,0.43859649122807015,57
001,samplers,node_55,realized,Uncertainty Sampling,186,0.22807017543859648,0.3333333333333333,0.42105263157894735,57
001,samplers,node_55,realized,Uncertainty Sampling,191,0.2807017543859649,0.3508771929824561,0.43859649122807015,57
001,samplers,node_55,realized,Uncertainty Sampling,196,0.27982456140350875,0.3684210526315789,0.4570175438596491,57
001,samplers,node_55,realized,Uncertainty Sampling,201,0.2807017543859649,0.3684210526315789,0.43859649122807015,57
001,samplers,node_55,realized,Uncertainty Sampling,206,0.2807017543859649,0.38596491228070173,0.45614035087719296,57
001,samplers,node_55,realized,Uncertainty Sampling,211,0.2807017543859649,0.38596491228070173,0.47368421052631576,57
001,samplers,node_55,realized,Uncertainty Sampling,216,0.31491228070175437,0.38596491228070173,0.47368421052631576,57
